        Time / ps                E-Field (Y; 0 0 1000) [1]/real
               5.4692086                               0
               5.4737323                               0
               5.4782561                               0
               5.4827798                               0
               5.4873036                               0
               5.4918273                               0
               5.4963511                               0
               5.5008748                               0
               5.5053986                               0
               5.5099223                               0
                5.514446                               0
               5.5189698                               0
               5.5234935                               0
               5.5280173                               0
                5.532541                               0
               5.5370648                               0
               5.5415885                               0
               5.5461123                               0
                5.550636                               0
               5.5551598                               0
               5.5596835                               0
               5.5642072                               0
                5.568731                               0
               5.5732547                               0
               5.5777785                               0
               5.5823022                               0
                5.586826                               0
               5.5913497                               0
               5.5958735                               0
               5.6003972                               0
                5.604921                               0
               5.6094447                               0
               5.6139685                               0
               5.6184922                               0
               5.6230159                               0
               5.6275397                               0
               5.6320634                               0
               5.6365872                               0
               5.6411109                               0
               5.6456347                               0
               5.6501584                               0
               5.6546822                               0
               5.6592059                               0
               5.6637297                               0
               5.6682534                               0
               5.6727771                               0
               5.6773009                               0
               5.6818246                               0
               5.6863484                               0
               5.6908721                               0
               5.6953959                               0
               5.6999196                               0
               5.7044434                               0
               5.7089671                               0
               5.7134909                               0
               5.7180146                               0
               5.7225383                               0
               5.7270621                               0
               5.7315858                               0
               5.7361096                               0
               5.7406333                               0
               5.7451571                               0
               5.7496808                               0
               5.7542046                               0
               5.7587283                               0
               5.7632521                               0
               5.7677758                               0
               5.7722996                               0
               5.7768233                               0
                5.781347                               0
               5.7858708                               0
               5.7903945                               0
               5.7949183                               0
                5.799442                               0
               5.8039658                               0
               5.8084895                               0
               5.8130133                               0
                5.817537                               0
               5.8220608                               0
               5.8265845                               0
               5.8311082                               0
                5.835632                               0
               5.8401557                               0
               5.8446795                               0
               5.8492032                               0
                5.853727                               0
               5.8582507                               0
               5.8627745                               0
               5.8672982                               0
                5.871822                               0
               5.8763457                               0
               5.8808694                               0
               5.8853932                               0
               5.8899169                               0
               5.8944407                               0
               5.8989644                               0
               5.9034882                               0
               5.9080119                               0
               5.9125357                               0
               5.9170594                               0
               5.9215832                               0
               5.9261069                               0
               5.9306307                               0
               5.9351544                               0
               5.9396781                               0
               5.9442019                               0
               5.9487256                               0
               5.9532494                               0
               5.9577731                               0
               5.9622969                               0
               5.9668206                               0
